name,year,team,games_played,ftm,fta,tpa
Steven Adams,2017,Houston Rockets (HOU),73,188,246,391
Steven Adams,2016,Houston Rockets (HOU),72,89,117,320
Steven Adams,2015,Houston Rockets (HOU),26,30,50,118
Steven Adams,2014,Houston Rockets (HOU),70,127,181,304
Steven Adams,2013,Houston Rockets (HOU),73,109,141,268
Steven Adams,2012,Houston Rockets (HOU),66,75,98,70
Steven Adams,2011,Houston Rockets (HOU),20,14,16,19
Steven Adams,2010,Houston Rockets (HOU),5,0,0,0
Steven Adams,2009,Houston Rockets (HOU),71,33,53,6
Steven Adams,2019,Atlanta Hawks (ATL),39,55,104,0
Steven Adams,2018,Atlanta Hawks (ATL),67,166,261,0
Steven Adams,2017,Atlanta Hawks (ATL),74,144,257,1
Steven Adams,2016,Atlanta Hawks (ATL),65,94,177,0
Steven Adams,2015,Atlanta Hawks (ATL),77,80,211,1
Steven Adams,2014,Atlanta Hawks (ATL),12,4,23,0
Steven Adams,2019,Atlanta Hawks (ATL),60,23,29,202
Steven Adams,2018,Atlanta Hawks (ATL),76,47,66,316
Steven Adams,2017,Atlanta Hawks (ATL),58,28,37,165
Steven Adams,2016,Atlanta Hawks (ATL),73,88,115,296
Steven Adams,2015,Atlanta Hawks (ATL),60,70,84,169
Steven Adams,2014,Atlanta Hawks (ATL),66,45,57,232
Steven Adams,2013,Atlanta Hawks (ATL),81,161,196,371
Steven Adams,2012,Atlanta Hawks (ATL),81,182,223,399
Steven Adams,2011,Atlanta Hawks (ATL),61,95,115,205
Steven Adams,2010,Atlanta Hawks (ATL),51,72,98,243
Steven Adams,2009,Atlanta Hawks (ATL),75,257,306,324
Steven Adams,2008,Atlanta Hawks (ATL),80,335,410,392
Steven Adams,2007,Atlanta Hawks (ATL),76,350,429,273
Steven Adams,2006,Atlanta Hawks (ATL),82,462,576,437
Steven Adams,2005,Atlanta Hawks (ATL),79,480,601,367
Steven Adams,2004,Atlanta Hawks (ATL),57,317,388,254
Steven Adams,2003,Atlanta Hawks (ATL),73,336,417,243
Steven Adams,2002,Atlanta Hawks (ATL),43,129,160,131
Steven Adams,2001,Atlanta Hawks (ATL),60,245,307,313
Steven Adams,2000,Atlanta Hawks (ATL),75,384,502,397
Steven Adams,1999,Atlanta Hawks (ATL),82,436,551,236
Steven Adams,1998,Atlanta Hawks (ATL),50,204,268,66
Steven Adams,2019,Los Angeles Lakers (LAL),63,74,95,221
Steven Adams,2018,Los Angeles Lakers (LAL),82,137,158,435
Steven Adams,2017,Los Angeles Lakers (LAL),74,153,194,415
Steven Adams,2016,Los Angeles Lakers (LAL),76,154,185,437
Steven Adams,2015,Los Angeles Lakers (LAL),76,185,228,369
Steven Adams,2014,Los Angeles Lakers (LAL),82,110,158,444
Steven Adams,2013,Los Angeles Lakers (LAL),80,47,61,185
Steven Adams,2019,Orlando Magic (ORL),42,72,87,68
Steven Adams,2018,Orlando Magic (ORL),12,20,27,19
Steven Adams,2017,Orlando Magic (ORL),52,73,89,59
Steven Adams,2016,Orlando Magic (ORL),45,58,77,64
Steven Adams,2015,Orlando Magic (ORL),54,106,162,55
Steven Adams,2014,Orlando Magic (ORL),25,85,109,28
Steven Adams,2013,Orlando Magic (ORL),70,258,367,208
Steven Adams,2019,Chicago Bulls (CHI),43,112,152,29
Steven Adams,2018,Chicago Bulls (CHI),44,89,112,32
Steven Adams,2019,Dallas Mavericks (DAL),13,5,9,1
Steven Adams,2018,Dallas Mavericks (DAL),81,140,254,2
Steven Adams,2017,Dallas Mavericks (DAL),73,153,247,12
Steven Adams,2016,Dallas Mavericks (DAL),75,101,151,2
Steven Adams,2015,Dallas Mavericks (DAL),66,81,125,2
Steven Adams,2019,Phoenix Suns (PHX),50,21,25,117
Steven Adams,2018,Phoenix Suns (PHX),39,26,32,102
Steven Adams,2019,Houston Rockets (HOU),26,6,13,0
Steven Adams,2018,Houston Rockets (HOU),48,41,69,1
Steven Adams,2017,Houston Rockets (HOU),46,58,93,0
Steven Adams,2016,Houston Rockets (HOU),47,91,124,0
Steven Adams,2015,Houston Rockets (HOU),66,106,171,1
Steven Adams,2014,Houston Rockets (HOU),75,185,257,0
Steven Adams,2013,Houston Rockets (HOU),55,98,155,1
Steven Adams,2012,Houston Rockets (HOU),66,179,258,0
Steven Adams,2011,Houston Rockets (HOU),62,217,315,2
Steven Adams,2010,Houston Rockets (HOU),74,216,295,0
Steven Adams,2009,Houston Rockets (HOU),51,115,157,0
Steven Adams,2008,Houston Rockets (HOU),45,77,133,0
Steven Adams,2007,Houston Rockets (HOU),79,175,295,1
Steven Adams,2006,Houston Rockets (HOU),73,106,201,1
Steven Adams,2005,Houston Rockets (HOU),79,97,193,1
Steven Adams,2004,Houston Rockets (HOU),80,226,336,2
Steven Adams,2003,Houston Rockets (HOU),35,79,118,1
Steven Adams,2002,Houston Rockets (HOU),75,177,291,0
Steven Adams,2001,Houston Rockets (HOU),71,134,222,0
Steven Adams,2019,Brooklyn Nets (BKN),35,20,23,121
