name,year,team,games_played,ftm,fta,tpa
Bam Adebayo,2018,Boston Celtics (BOS),36,24,28,39
Bam Adebayo,2018,Washington Wizards (WAS),43,43,53,77
Bam Adebayo,2018,Memphis Grizzlies (MEM),15,7,10,16
Bam Adebayo,2018,Houston Rockets (HOU),73,296,451,411
Bam Adebayo,2018,San Antonio Spurs (SAS),67,95,123,142
Bam Adebayo,2018,Indiana Pacers (IND),43,101,124,180
Bam Adebayo,2018,Portland Trail Blazers (POR),72,109,243,16
Bam Adebayo,2018,New Orleans Pelicans (NOP),46,13,19,156
Bam Adebayo,2018,Washington Wizards (WAS),24,27,48,2
Bam Adebayo,2018,Los Angeles Clippers (LAC),75,425,485,291
Bam Adebayo,2018,Golden State Warriors (GSW),73,207,296,348
Bam Adebayo,2018,Milwaukee Bucks (MIL),75,66,86,382
Bam Adebayo,2018,Boston Celtics (BOS),32,9,15,0
Bam Adebayo,2018,Milwaukee Bucks (MIL),48,26,47,127
Bam Adebayo,2018,Detroit Pistons (DET),8,31,41,21
Bam Adebayo,2018,Dallas Mavericks (DAL),26,66,89,78
Bam Adebayo,2018,Chicago Bulls (CHI),81,87,135,146
Bam Adebayo,2018,Memphis Grizzlies (MEM),66,86,137,256
Bam Adebayo,2018,Atlanta Hawks (ATL),81,343,414,482
Bam Adebayo,2018,Charlotte Hornets (CHA),49,111,141,22
Bam Adebayo,2018,Cleveland Cavaliers (CLE),59,93,132,0
Bam Adebayo,2018,Washington Wizards (WAS),13,13,14,66
Bam Adebayo,2018,Brooklyn Nets (BKN),48,26,35,77
Bam Adebayo,2017,Golden State Warriors (GSW),56,124,159,142
Bam Adebayo,2017,Cleveland Cavaliers (CLE),73,89,116,98
Bam Adebayo,2018,Los Angeles Clippers (LAC),26,44,60,0
Bam Adebayo,2017,Denver Nuggets (DEN),41,51,60,298
Bam Adebayo,2016,Toronto Raptors (TOR),4,1,2,2
Bam Adebayo,2017,Cleveland Cavaliers (CLE),6,0,0,5
Bam Adebayo,2018,Brooklyn Nets (BKN),17,17,23,34
Bam Adebayo,2018,Atlanta Hawks (ATL),62,30,57,19
Bam Adebayo,2018,Brooklyn Nets (BKN),51,58,85,75
Bam Adebayo,2018,Dallas Mavericks (DAL),3,1,2,2
Bam Adebayo,2018,Phoenix Suns (PHX),44,13,27,96
Bam Adebayo,2017,Cleveland Cavaliers (CLE),73,59,88,61
Bam Adebayo,2018,Memphis Grizzlies (MEM),68,25,41,2
Bam Adebayo,2018,Dallas Mavericks (DAL),42,15,19,93
Bam Adebayo,2018,Memphis Grizzlies (MEM),65,47,60,215
Bam Adebayo,2018,Houston Rockets (HOU),10,1,2,6
Bam Adebayo,2017,Los Angeles Lakers (LAL),48,294,394,294
Bam Adebayo,2016,San Antonio Spurs (SAS),34,25,49,47
Bam Adebayo,2018,Brooklyn Nets (BKN),20,2,4,71
Bam Adebayo,2015,Oklahoma City Thunder (OKC),45,52,65,102
Bam Adebayo,2018,Atlanta Hawks (ATL),25,22,25,94
Bam Adebayo,2018,Los Angeles Clippers (LAC),12,17,27,43
Bam Adebayo,2012,Golden State Warriors (GSW),14,14,21,17
Bam Adebayo,2017,Memphis Grizzlies (MEM),55,27,60,0
Bam Adebayo,2018,Minnesota Timberwolves (MIN),43,41,56,259
Bam Adebayo,2018,Philadelphia 76ers (PHI),25,41,49,73
Bam Adebayo,2015,Houston Rockets (HOU),19,9,10,14
Bam Adebayo,2015,Indiana Pacers (IND),23,9,12,23
Bam Adebayo,2014,Los Angeles Lakers (LAL),3,3,6,2
Bam Adebayo,2018,Detroit Pistons (DET),12,9,13,24
Bam Adebayo,2014,Golden State Warriors (GSW),16,5,16,22
Bam Adebayo,2017,Portland Trail Blazers (POR),77,158,209,120
